refseq_locus,log2fc_2h,padj_2h,log2fc_4h,padj_4h
TX50_RS05810,-0.8636754,0.08310773,-0.1859217,0.68287876
TX50_RS05815,-0.9436355,5.81328972845827e-07,-1.0015535,4.07613300863209e-18
TX50_RS05820,0.0148544,0.94378565,0.08754446,0.5816417
TX50_RS05825,0.51624436,0.00488726,0.51350807,0.00013075
TX50_RS05830,-0.059685,0.80653067,-0.1632457,0.40394017
TX50_RS05835,-1.1607802,8.09449927017983e-08,-1.236676,1.26420367475327e-11
TX50_RS05840,-0.3578659,0.01817324,-0.753679,1.61957992165044e-11
TX50_RS05845,0.20470667,0.67723887,0.54832481,0.28876784
TX50_RS05850,1.06462435,6.10963489384548e-13,1.11534207,1.17764910482008e-23
TX50_RS05855,0.45598347,0.0331982,0.4674262,0.00033491
TX50_RS05860,-0.547675,0.01459121,-0.3506304,0.03113281
TX50_RS05865,0.41441752,0.01668299,0.2064531,0.14111145
TX50_RS05870,-0.0585177,0.86197176,-0.4007151,0.10319943
TX50_RS05875,-0.805943,0.04272907,-1.0193045,0.00602112
TX50_RS05880,-0.4733844,0.14229514,0.2249472,0.27674267
TX50_RS05885,0.68489152,0.01602346,0.63771505,5.95594182250368e-06
TX50_RS05890,1.62485986,2.2947877090682e-23,1.87948442,1.19606377472065e-56
TX50_RS05895,-0.2718848,0.19891149,-0.0547367,0.75874174
TX50_RS05900,-0.3980323,0.50227724,-1.6185146,0.00457573
TX50_RS05905,-0.0806376,0.6665358,-0.4477068,0.00022333
TX50_RS05910,-0.4917066,0.04662117,-0.3468083,0.12342312
TX50_RS05915,0.75206504,0.00022273,0.93339835,4.08125485559081e-11
TX50_RS05920,-1.1011592,0.01348829,-1.2050098,0.00238274
TX50_RS05925,-0.4811395,0.04645037,-0.0833489,0.70225995
TX50_RS05930,-0.3267569,0.28215901,-0.1714057,0.52858022
TX50_RS05935,-0.1583829,0.61002971,0.23934308,0.29820298
TX50_RS05940,-0.0685048,0.77700442,0.15285757,0.38464111
TX50_RS05945,0.08754553,0.76456709,-0.0207826,0.90264203
TX50_RS05950,-0.2625006,0.31094971,-0.5734165,0.00756148
TX50_RS05955,-0.2693795,0.23924978,-0.5606724,0.0017904
TX50_RS05960,-0.5643891,0.10854028,-0.9040879,0.00137589
TX50_RS05965,-0.8276054,0.0053171,-1.1628413,1.02112895568917e-26
TX50_RS05970,-1.2915171,5.46291505880533e-05,-1.1758616,2.11546013731323e-07
TX50_RS05975,-0.5490384,0.00088484,-0.5410905,0.00010059
TX50_RS05980,-0.7968032,5.53539093549936e-06,-1.2453352,7.09290183784851e-20
TX50_RS05985,0.42664332,0.21972038,0.14205783,0.63349466
TX50_RS05990,0.87572382,0.0001225,0.61044752,0.00047867
TX50_RS05995,1.22108744,0.00040456,2.0013204,7.64831385209744e-33
TX50_RS06000,-1.5925149,1.29795625518247e-12,-1.243081,1.34453985432184e-15
TX50_RS06005,-0.7143415,0.01391432,-0.3253067,0.12422227
TX50_RS06010,-2.3250008,3.05017011283535e-46,-2.0321722,1.54889709824643e-45
TX50_RS06015,0.09423708,0.69296973,-0.2781773,0.07363619
TX50_RS06020,-0.3276606,0.21180058,-0.9648045,4.57857464946788e-08
TX50_RS06025,0.60502895,0.000745,0.46468883,0.00011277
TX50_RS06035,-0.1543418,0.76423867,0.06669567,0.88919523
TX50_RS06050,0.70570132,0.0101801,0.47448437,0.06663729
TX50_RS06055,0.06683903,0.78430482,0.26505199,0.09002997
TX50_RS06060,0.39784249,0.24939615,0.40106399,0.14690322
TX50_RS06065,1.23638394,0.38855033,-1.4317846,0.32417748
TX50_RS06070,0.69588242,0.03509988,0.74122752,7.46962534649275e-05
TX50_RS06075,0.77129074,0.11062021,1.14394791,0.00097399
TX50_RS06080,-0.5377738,0.04369877,-0.9459159,3.07087337346819e-05
TX50_RS06085,2.02230973,2.51670942400402e-32,2.74054242,1.55065286527536e-45
TX50_RS06090,0.2501757,0.12339959,0.53735013,1.868446714653e-06
TX50_RS06095,-1.1932158,0.0004455,-0.817436,0.00117005
TX50_RS06100,2.35569385,2.33143823166473e-13,2.78508884,6.56203282952497e-32
TX50_RS06105,0.46614928,0.19438792,1.00468372,5.35230391104223e-08
TX50_RS06110,-0.3070069,0.42704612,0.58868875,0.24204144
TX50_RS06115,1.09946324,3.57726564410866e-07,1.39185759,3.54062930569984e-18
TX50_RS06125,0.30780548,0.67022748,0.5544586,0.38517459
TX50_RS06130,-1.1577093,0.1177165,-0.5619381,0.30427396
TX50_RS06135,1.71871929,7.69677005638838e-16,1.51261563,8.50489359947813e-23
TX50_RS06140,-0.3098015,0.21700132,-0.8288841,5.27014337262732e-07
TX50_RS06145,-0.9742645,1.19208058566303e-07,-1.3751097,5.49764065419415e-19
TX50_RS06150,-0.8409069,2.16240822342799e-05,-0.9118548,2.82448654796471e-08
TX50_RS06155,0.21064293,0.37428593,-0.2505823,0.23998314
TX50_RS06160,-0.1472589,0.71902889,-0.1526147,0.62123809
TX50_RS06165,-0.47437,0.17803602,0.22283988,0.38517459
TX50_RS06170,-1.3744553,0.00020566,-0.9823585,2.53553905990514e-09
TX50_RS06175,-0.4873748,0.27292461,-0.2624403,0.42193746
TX50_RS06180,-0.9394459,0.02342959,-0.6361726,7.08486312918594e-05
TX50_RS06185,1.54879085,1.2938053054861e-09,1.67299611,3.13050564257977e-05
TX50_RS06190,0.96914125,0.00071435,0.38159964,0.11575485
TX50_RS06195,-1.2809709,0.00016952,-0.8635662,7.72137625467188e-11
TX50_RS06200,-0.945116,2.59997417547812e-05,-0.8068671,1.92380713536274e-07
TX50_RS06205,1.01965442,0.02505014,2.60210691,4.50587624387164e-72
TX50_RS06210,0.2106935,0.31355097,-0.189384,0.12633335
TX50_RS06215,1.38421212,3.35251766807834e-09,1.44721798,1.97212782281199e-16
TX50_RS06220,-0.9199217,0.00269765,-1.1152666,0.00013731
TX50_RS06225,-0.8705321,0.01635275,-0.9211766,8.01377209137474e-05
TX50_RS06230,-1.0313323,0.00068265,-1.1005446,8.28640285917736e-06
TX50_RS06235,0.36546679,0.06176033,0.35476749,0.00816826
TX50_RS06240,0.46463325,0.13576294,-0.3476103,0.00051928
TX50_RS06245,0.26978726,0.18271476,-0.1630319,0.11359061
TX50_RS06250,-0.2830228,0.60040437,-0.1232292,0.81132311
TX50_RS06255,0.10473289,0.76951449,-0.0523986,0.83526464
TX50_RS06260,-1.4946681,4.59270255792086e-05,-2.0204551,5.19182254371675e-07
TX50_RS06265,-0.3990138,0.05962197,-0.343884,0.03201378
TX50_RS06270,0.33590358,0.51701405,-0.1251597,0.78561707
TX50_RS06275,-0.2946132,0.4991204,0.00109045,0.99765059
TX50_RS06285,-0.0871853,0.89724191,0.09635776,0.84216872
TX50_RS06290,0.79234986,0.00111018,0.7664634,1.15130047854555e-05
TX50_RS06295,-0.3684452,0.14119353,-0.0932694,0.64372664
TX50_RS06300,-0.2054606,0.52566222,-0.6430892,0.01274356
TX50_RS06305,0.17158522,0.60573001,0.21532522,0.44039206
TX50_RS06310,-1.5396838,3.26325253517775e-09,-1.9610759,4.12587978947025e-19
TX50_RS06315,-0.2660727,0.5706315,0.53049795,0.00880306
TX50_RS06320,0.2492592,0.18887032,0.35285151,0.03813266
TX50_RS06325,1.50379608,5.73490328702672e-07,1.38655701,1.27446733568229e-31
TX50_RS06330,-0.7873715,0.01104758,-1.3888695,2.85422200388002e-06
TX50_RS06335,-1.6449822,1.31385507736735e-05,-1.5034053,4.70411960583752e-06
TX50_RS06340,0.22983466,0.57187071,0.37873528,0.07439258
TX50_RS06345,-0.1850318,0.41781821,-0.0369005,0.85020789
TX50_RS06350,2.1447604,1.65047301682521e-17,3.8412498,1.06679195880043e-128
TX50_RS06355,0.25026177,0.25216001,0.54983936,0.00028471
TX50_RS06360,0.6179099,0.00361945,1.09309396,6.4460612265621e-11
TX50_RS06365,0.55063043,0.00160575,0.50002825,0.00017926
TX50_RS06370,-0.8040947,3.85603340933506e-06,-1.0767887,2.51198940845853e-13
TX50_RS06375,-0.8256268,0.00016792,-1.3871797,9.29254841826448e-10
TX50_RS06380,0.21503343,0.48525472,-0.0003958,0.99765059
TX50_RS06385,0.79264947,0.02066891,0.5847653,0.05060892
TX50_RS06390,-0.4712529,0.06290827,-1.1648219,7.16854386064515e-08
TX50_RS06395,-0.7446642,0.00412325,-0.9455537,8.17636535549343e-11
TX50_RS06400,-0.3559736,0.02690098,-0.5792715,4.81580849371814e-08
TX50_RS06405,-1.6017146,3.09753841606743e-12,-1.5916199,1.96481411930133e-25
TX50_RS06410,-0.8311848,4.02089493757994e-06,-1.2119325,9.64879785028509e-21
TX50_RS06415,-1.409173,5.23556276613065e-08,-2.1341127,8.91684173085336e-42
TX50_RS06420,0.28674442,0.09483825,0.14148215,0.42181911
TX50_RS06425,0.69880753,1.36713264513977e-05,0.50086892,0.00051496
TX50_RS06430,-0.3205021,0.13517833,-0.7353619,3.45914818703781e-07
TX50_RS06435,0.8687437,0.00206489,1.06066623,2.23913123040292e-07
TX50_RS06440,0.3726812,0.40261465,-0.5255324,0.19910869
TX50_RS06445,-0.136566,0.65632571,-0.4261562,0.07114892
TX50_RS06450,-0.2647279,0.22110649,0.13411908,0.3908555
TX50_RS06455,-0.1820354,0.65632571,-0.1884643,0.57780024
TX50_RS06460,-0.3673788,0.13261959,-0.5750486,0.00202348
TX50_RS06465,0.20333247,0.46168164,0.16300144,0.3908555
TX50_RS06470,0.52204425,0.10237059,0.44347151,0.00985188
TX50_RS06475,-0.0973379,0.67127979,-0.1155927,0.47226487
TX50_RS06480,-0.366102,0.09576038,-0.1001502,0.49840195
TX50_RS06485,-0.6270611,0.00503296,-0.3045486,0.06965531
TX50_RS06490,-1.2137956,1.16915234162834e-11,-1.0508752,1.17283824667761e-11
TX50_RS06495,-0.9008632,1.24667663778322e-07,-1.0081219,4.16265510676464e-15
TX50_RS06500,0.18123401,0.29765591,0.17128803,0.21032823
TX50_RS06505,0.88253101,0.00773822,0.28950552,0.15928547
TX50_RS06510,-0.4830606,0.08998181,0.17982347,0.45644109
TX50_RS06515,-0.0557763,0.85429546,-0.2189935,0.12326337
TX50_RS06520,0.07021852,0.83328196,0.16807348,0.36877589
TX50_RS06525,0.40414664,0.21254484,0.50919725,2.1013788912128e-05
TX50_RS06530,0.38923674,0.12736619,0.42428767,0.00248076
TX50_RS06535,0.74421585,0.00108846,0.76577036,7.36930747348354e-08
TX50_RS06540,-0.6035381,0.02527481,-0.5603152,0.01085285
TX50_RS06545,0.19829079,0.60423069,0.57549153,0.00175716
TX50_RS06550,0.24737647,0.51276941,0.22858236,0.18809494
TX50_RS06555,-0.0516403,0.87751112,0.27339385,0.31102209
TX50_RS06560,0.58796878,0.01007486,0.6974466,1.78568249892687e-06
TX50_RS06565,-0.3980574,0.05344102,-0.3297846,0.0300742
TX50_RS06570,0.3213026,0.28999026,0.21125327,0.31584487
TX50_RS06575,0.11251973,0.76216286,0.12021406,0.6433566
TX50_RS06580,-0.0536574,0.86780499,-0.5057161,0.03036913
TX50_RS06590,-0.5423151,0.04639539,-0.3114781,0.12525756
TX50_RS06595,-0.1159712,0.74100416,-0.7555316,2.51203419534637e-05
TX50_RS06600,-0.5278699,0.10226065,-0.4978753,0.00880306
TX50_RS06605,0.65935508,0.01197917,0.39950887,0.04735938
TX50_RS06610,0.73230671,0.08878368,0.09342585,0.63663197
TX50_RS06615,0.35215345,0.25497506,-0.3169053,0.13523503
TX50_RS06620,-0.4343944,0.06877289,-0.6156871,7.34527567117178e-06
TX50_RS06630,-0.1470533,0.63754412,-0.3887644,0.01630722
TX50_RS06635,-0.3134863,0.20647359,-0.6130404,3.77351081499557e-05
TX50_RS06640,-0.3570886,0.19613545,-0.107022,0.68540983
TX50_RS06645,0.63535172,0.00094297,0.80341249,1.12644443089655e-07
TX50_RS06650,-0.3780169,0.05236122,-0.7433161,1.40282911932581e-06
TX50_RS06655,0.05019237,0.83328196,0.25908397,0.05601041
TX50_RS06660,0.81002185,0.00108308,0.9670158,2.72586968925915e-09
TX50_RS06665,0.07041525,0.87450493,0.47198744,0.06017354
TX50_RS06670,-0.048937,0.83328196,-0.0205056,0.92854653
TX50_RS06675,-0.2813842,0.21519821,-0.9636724,2.0000754219928e-07
TX50_RS06680,-0.0606646,0.83008523,-0.1882877,0.36701638
TX50_RS06685,-1.0250621,0.00056188,-1.1527512,2.52811118198134e-10
TX50_RS06690,-0.5211958,0.01620741,-0.7734863,1.79371723985385e-07
TX50_RS06700,0.06407229,0.73974518,0.06559545,0.63450947
TX50_RS06705,0.23198783,0.16682494,0.14558433,0.29745273
TX50_RS06710,-0.4117924,0.26486372,-0.2899362,0.44746267
TX50_RS06715,-0.5934464,0.00781302,-0.4996344,0.01304828
TX50_RS06720,-0.3080689,0.15867779,-0.3989338,0.0134988
TX50_RS06725,-0.1120274,0.53256876,0.20502822,0.15270729
TX50_RS06735,0.42047799,0.14466742,0.246854,0.18954184
TX50_RS06740,0.50067294,0.03066022,0.02578374,0.90355858
TX50_RS06745,0.13306481,0.66475988,0.05907336,0.73902035
TX50_RS06750,-0.2900638,0.63754412,0.06238115,0.93405648
TX50_RS06755,0.35837982,0.06242942,0.53778704,1.37883235009374e-05
TX50_RS06760,0.72491053,0.00632263,0.53839192,0.00750058
TX50_RS06765,-0.017298,0.93394355,-0.0083881,0.9589431
TX50_RS06770,-0.7405895,1.89729192649151e-05,-0.7888766,5.8776784858831e-09
TX50_RS06775,-0.217201,0.44172218,-0.4532051,0.00345964
TX50_RS06780,0.09787587,0.69413168,0.60686792,3.19591486980094e-06
TX50_RS06785,1.89730049,3.94967002721961e-19,2.8312024,1.31602340005157e-60
TX50_RS06790,-1.3794731,1.582541546423e-09,-2.0221204,2.16404031884214e-26
TX50_RS06795,-0.2010371,0.29427246,-0.2453812,0.03336134
TX50_RS06800,-0.7930688,1.68695067800613e-05,-1.0289146,1.48155303927106e-11
TX50_RS06805,-0.6335664,0.00768683,-1.1190243,1.17283824667761e-11
TX50_RS06810,0.1749272,0.65979725,0.00189762,0.99173574
TX50_RS06815,-0.3354359,0.27092235,-0.1654017,0.40892229
TX50_RS06820,1.10818755,6.49611103275029e-10,1.50391442,1.52508069971401e-36
TX50_RS06825,0.83765448,6.34055634003946e-08,0.80397236,1.6736867775079e-09
TX50_RS06830,0.03433868,0.8844916,0.35955116,0.05116487
TX50_RS06835,0.91304843,9.49738033190156e-09,1.46236957,2.21572854999311e-20
TX50_RS06840,0.1522886,0.53950334,-0.0957048,0.51575954
TX50_RS06845,0.16312534,0.51562888,0.04657942,0.80150505
TX50_RS06850,-0.4237069,0.1743142,-1.1572049,1.73891304921294e-07
TX50_RS06855,0.21040469,0.40226787,0.34208636,0.08421968
TX50_RS06860,0.67338955,0.01595543,0.29676579,0.2643693
TX50_RS06875,0.71601408,0.00821734,0.68643725,0.00161176
TX50_RS06880,0.69336307,0.00491798,0.63876313,0.00048315
TX50_RS06885,1.50348527,7.61290204680616e-10,2.19263861,3.63531789526337e-32
TX50_RS06890,-1.6139393,4.07846212092532e-19,-1.8243819,1.09209202786621e-32
TX50_RS06895,-0.1169682,0.513981,-0.3249351,0.00600541
TX50_RS06900,0.94692056,2.3938623665031e-05,1.25259769,1.33473724590553e-24
TX50_RS06905,-0.519545,0.00249055,-1.3141547,1.08450133007137e-24
TX50_RS06910,1.33965875,3.07681797412379e-21,1.4395689,7.08586139472433e-35
TX50_RS06915,0.78908198,0.00760686,0.02630597,0.88409512
TX50_RS06920,0.56806081,0.00192033,0.57213992,9.21823386885842e-06
TX50_RS06925,0.36619017,0.10762054,0.07755851,0.65984919
TX50_RS06930,-0.8597843,0.00282252,-0.6735964,0.00020132
TX50_RS06935,1.2432301,2.65462799113184e-12,1.31773395,2.08232018842899e-23
TX50_RS06940,0.57755384,0.00049218,0.78777827,4.87002671195469e-13
TX50_RS06945,-1.1773347,5.117195003011e-05,-1.527336,7.9269373903658e-09
TX50_RS06950,0.33075974,0.05081438,0.22817783,0.05528684
TX50_RS06955,-0.0279379,0.90903634,-0.5369172,0.01128379
TX50_RS06960,0.45474082,0.01570289,0.00629211,0.96828323
TX50_RS06965,0.0549594,0.820944,0.08564215,0.60657174
TX50_RS06970,-1.3154,6.25193282516532e-05,-0.7025533,0.00010039
TX50_RS06975,0.05035683,0.93073657,0.96644259,0.01688574
TX50_RS06980,-0.0470458,0.83335738,-0.1689656,0.29041235
TX50_RS06985,-0.6996949,0.02505014,-0.3393879,0.12911858
TX50_RS06990,-0.8622468,0.00057509,-1.0720714,2.67816863617463e-08
TX50_RS06995,0.42815712,0.01944954,0.56467611,2.49793889943927e-05
TX50_RS07000,1.09109859,0.00164915,0.57877,0.02279195
TX50_RS07005,-0.0389644,0.84900536,-0.1695979,0.21807147
TX50_RS07010,-0.4560502,0.06359326,-0.6485127,0.00320723
TX50_RS07015,0.37145541,0.42659341,0.59893701,0.09740174
TX50_RS07020,-0.2743748,0.30609694,-0.4680453,0.02918009
TX50_RS07025,-0.2083438,0.51701405,0.43377355,0.00838549
TX50_RS07030,-0.2751854,0.28591072,-0.1124826,0.52222305
TX50_RS07035,0.46594832,0.01846783,0.23049931,0.15220961
TX50_RS07040,1.18214242,4.22181668603778e-06,1.64903976,1.02221012008362e-36
TX50_RS07045,-0.7421876,0.00154654,-0.2310631,0.13436094
TX50_RS07050,-1.0383547,2.01265635738935e-05,-0.9702976,1.31139275617251e-09
TX50_RS07055,1.18371544,2.5935091034374e-16,0.96526994,3.00351496557925e-11
TX50_RS07060,-0.1515492,0.49514151,-0.7070048,3.09769607760067e-05
TX50_RS07065,-0.4483865,0.10935262,-0.3354745,0.04629811
TX50_RS07075,-0.3685252,0.12891455,-0.5757125,0.00408218
TX50_RS07080,1.12731731,0.00628543,1.45570136,0.00012405
TX50_RS07085,-0.530357,0.34538148,-1.4048424,0.01376586
TX50_RS07090,-0.5403024,0.09975024,-0.2062929,0.17614671
TX50_RS07095,1.00544082,5.34536281267567e-05,0.72674662,7.38008408406265e-11
TX50_RS07100,1.45301993,6.3733403823018e-05,1.30643766,3.57540727308553e-05
TX50_RS07105,0.29985555,0.08443257,0.50776391,1.27958165592544e-05
TX50_RS07110,0.08719876,0.65979725,0.07724514,0.62893776
TX50_RS07115,0.08528857,0.76929168,-0.5654135,0.00184222
TX50_RS07120,-0.1264886,0.52783154,-0.2139475,0.19343901
TX50_RS07125,-0.8401521,5.73920199040969e-05,-1.1910083,7.08563039220568e-09
TX50_RS07130,-1.4913358,1.71281459902255e-09,-1.8129554,3.5472262664441e-12
TX50_RS07135,-0.70577,0.00254144,-0.4430072,0.01358762
TX50_RS07140,-0.1060147,0.74765934,0.22540535,0.44746267
TX50_RS07145,-0.6322986,0.02186162,-0.5583966,0.00268247
TX50_RS07150,-0.5896842,0.00623701,-0.5199552,1.5646406508728e-05
TX50_RS07155,-0.714176,0.00217772,-0.6833157,0.00011778
TX50_RS07160,-0.1157498,0.67022748,-0.5745323,0.00086615
TX50_RS07165,0.10183245,0.74695617,-0.2531022,0.16463511
TX50_RS07170,0.91617087,9.3264070075695e-05,0.75539182,8.09606535719541e-08
TX50_RS07175,-0.3182131,0.19613545,-0.3129991,0.12006167
TX50_RS07180,-0.0272208,0.91674043,0.24200796,0.05451852
TX50_RS07185,0.3189442,0.06657503,0.41351509,0.00616325
TX50_RS07190,-0.0408997,0.86858418,0.3023383,0.01566713
TX50_RS07195,-0.731148,0.00290486,-0.5100243,0.00034913
TX50_RS07200,-0.3037517,0.34120303,-0.180972,0.28876784
TX50_RS07205,1.53053943,9.72906308330578e-09,1.45551184,8.50489359947813e-23
TX50_RS07210,1.29934541,8.95288237456381e-08,0.94493217,1.24573687427943e-08
TX50_RS07215,0.60002357,0.0199134,0.06797824,0.67774787
TX50_RS07220,0.17723803,0.45334641,-0.3473001,0.01899509
TX50_RS07225,-0.3125894,0.190528,-0.4327097,0.03077435
TX50_RS07230,0.79304432,0.00016234,1.06421044,1.6794260762307e-11
TX50_RS07235,-0.2721381,0.24155609,-0.455897,0.00752232
TX50_RS07240,1.05999021,0.00010729,1.02678878,3.75057016543084e-14
TX50_RS07245,-0.8807183,0.00549706,-1.074852,3.09428145796345e-07
